Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Viewer,Native,1.70,28,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,379,243,459,540,9
Viewer,Native,1.73,23,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,485,282,648,627,9
Viewer,Native,1.68,25,M,Cap|face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,507,167,620,573,7
Viewer,Native,1.70,27,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,632,269,728,531,7
Viewer,Native,1.70,31,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,810,235,891,544,9
Viewer,Native,1.68,27,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,901,238,1042,639,7
Viewer,Native,1.75,32,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1176,222,1275,556,7
Law Officer,Black,1.69,33,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,67,206,226,608,12
Law Officer,Native,1.72,31,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,180,179,254,631,12
Law Officer,Native,1.70,29,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,248,178,400,641,12
Law Officer,Native,1.64,35,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,422,135,639,699,12
Law Officer,Black,1.72,46,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,607,49,854,661,12
Law Officer,Black,1.74,40,M,Helmet|face mask,Sweater,N.I,N.I,None,No,Other,None,Moving,793,73,1059,628,12
Viewer,Native,1.73,30,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,48,234,167,649,14
Viewer,Native,1.73,32,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,118,149,187,506,14
Viewer,Black,1.80,42,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,161,177,244,534,14
Viewer,Native,1.72,23,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,248,243,324,541,14
Viewer,White,1.73,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,323,195,380,525,14
Viewer,Native,1.68,22,F,Face mask,T-shirt,Jeans,N.I,None,No,No,Text,Moving,372,140,509,660,14
Viewer,Native,1.72,26,M,Face mask,Sweater,Pants,N.I,None,No,No,Text,Moving,463,164,555,575,14
Viewer,Black,1.71,27,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,531,167,648,570,14
Viewer,White,1.69,22,F,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,648,234,832,654,14
Viewer,Native,1.75,33,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,776,187,879,495,14
Viewer,White,1.78,30,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,Text,Moving,915,97,1196,666,14
Viewer,Native,1.70,35,M,None,Sweater,N.I,Sneakers,None,No,No,Text,Moving,168,273,197,410,14
Viewer,Native,1.72,42,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,235,265,285,465,14
Viewer,Native,1.75,37,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,293,249,355,453,14
Viewer,Native,1.71,35,M,Face mask,Sweater,Shorts,N.I,None,No,No,Text,Moving,361,284,420,512,14
Viewer,Native,1.68,32,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,411,297,468,525,14
Viewer,White,1.70,28,M,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,462,299,503,482,14
Viewer,Native,1.75,33,M,Face mask,T-shirt,N.I,Sneakers,None,No,No,Text,Moving,528,282,585,484,14
Viewer,White,1.71,42,M,Face mask,T-shirt,Pants,N.I,None,No,No,Text,Moving,591,275,637,465,14
Viewer,Black,1.70,35,F,Face mask,T-shirt,Pants,N.I,None,No,No,Text,Moving,585,330,692,590,14
Viewer,Native,1.65,41,M,Cap|face mask,T-shirt,Pants,N.I,None,No,No,None,Moving,683,265,754,503,14
Viewer,Native,1.80,23,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,720,293,792,588,14
Viewer,White,1.70,32,M,None,Sweater,N.I,N.I,None,No,No,Text,Moving,771,283,832,510,14
Viewer,Native,1.63,25,F,Cap|face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,896,284,962,574,14
Viewer,Native,1.72,26,M,Face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,903,321,1049,714,14
Viewer,White,1.70,32,M,Face mask,Coat,Pants,Sneakers,None,No,No,Text,Moving,1048,303,1120,527,14
Viewer,White,1.68,41,M,Face mask,Coat,Pants,Sneakers,None,No,No,None,Moving,1149,223,1210,445,14
Viewer,White,1.73,23,M,Helmet|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,28,241,201,658,14
Viewer,Native,1.67,58,F,None,Sweater,Jeans,Sneakers,None,No,No,Text,Moving,103,208,226,544,14
Viewer,White,1.70,36,M,Face mask,Sweater,Pants,Sneakers,None,No,No,Text,Moving,209,218,355,628,14
Viewer,Native,1.66,36,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,None,Moving,303,275,367,579,14
Viewer,White,1.71,23,M,Face mask,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,340,231,448,593,14
Viewer,Native,1.68,25,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,419,243,529,586,14
Viewer,Black,1.73,28,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,479,312,633,660,14
Viewer,White,1.70,31,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,642,306,752,631,14
Law Officer,Native,1.72,43,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,160,38,258,298,4
Law Officer,Native,1.68,40,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,255,96,310,265,4
Viewer,Native,1.69,39,M,Helmet|face mask,Shirt,Jeans,Shoes,None,No,No,None,Moving,325,66,419,301,12
Viewer,Native,1.66,60,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,53,75,151,299,12
Viewer,Native,1.76,47,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,142,101,240,327,12
Victim,Native,1.79,54,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,245,85,338,286,12
Viewer,Native,1.73,18,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,313,94,431,318,12
Viewer,Native,1.69,46,F,Cap|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,414,87,554,323,12
Victim,Native,1.68,22,M,None,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,82,23,247,313,12
Viewer,Native,1.74,37,M,Face mask,Shirt,N.I,N.I,None,No,No,None,Moving,269,41,403,307,12
Viewer,Black,1.71,19,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,391,63,471,266,12
Law Officer,Native,1.68,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,38,112,84,251,12
Law Officer,Native,1.67,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,71,92,119,216,12
Law Officer,Native,1.69,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,114,110,160,268,12
Law Officer,Black,1.74,33,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,166,105,236,237,12
Law Officer,Black,1.64,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,278,88,319,209,12
Law Officer,Native,1.68,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,325,57,364,157,12
Law Officer,Native,1.73,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,362,66,388,145,12
Law Officer,Black,1.64,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Standing,416,86,450,182,12
Law Officer,Native,1.66,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,395,109,447,262,12
Law Officer,White,1.80,44,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,449,96,506,260,12
Viewer,Native,1.74,37,F,None,Shirt,Jeans,N.I,None,No,No,None,Moving,460,73,492,146,9
Viewer,Native,1.67,28,M,None,Blouse,Jeans,N.I,None,No,No,None,Standing,492,62,514,150,9
Law Officer,Black,1.69,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,519,69,538,145,12
Law Officer,Native,1.74,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,556,77,586,155,12
Law Officer,Native,1.64,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,590,99,635,277,12
Law Officer,Native,1.68,31,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,6,228,162,664,4
Law Officer,Native,1.67,27,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,118,166,185,414,4
Viewer,Black,1.69,26,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,205,186,313,583,12
Viewer,Native,1.74,43,M,Face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,646,49,750,288,12
Viewer,White,1.64,37,M,Face mask,Blouse,Jeans,Sneakers,None,No,No,None,Moving,757,49,810,257,12
Viewer,Native,1.68,36,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,803,64,865,303,12
Viewer,Native,1.72,40,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,883,25,957,296,12
Viewer,White,1.70,42,F,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,955,36,1020,275,12
Law Officer,White,1.79,51,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Standing,980,15,1080,244,11
Viewer,Black,1.73,33,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,245,375,419,688,11
Viewer,Native,1.64,34,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,471,77,735,699,14
Viewer,Native,1.66,34,F,Tied T-shirt|face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,642,445,818,691,14
Viewer,Native,1.80,45,F,Tied T-shirt|face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,959,386,1202,719,14
Viewer,White,1.74,40,M,Face mask,T-shirt,N.I,N.I,None,No,No,Text,Moving,241,32,831,691,14
Viewer,White,1.67,23,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,629,431,853,704,14
Viewer,White,1.69,22,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,839,480,1013,691,14
Viewer,White,1.74,30,F,Glasses|face mask,Blouse ,N.I,N.I,None,No,No,None,Moving,1044,532,1174,691,14
Viewer,Native,1.64,26,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Moving,1146,475,1255,688,14
Viewer,Native,1.72,22,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,446,356,518,547,14
Viewer,Black,1.68,43,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,501,369,558,532,14
Viewer,Native,1.69,23,M,Face mask,Sweater|backpack,Shorts,Sneakers,None,No,No,None,Moving,537,386,626,582,14
Viewer,Native,1.66,40,M,Face mask,Shirt,Shorts,Sneakers,None,No,No,None,Moving,688,349,765,577,14
Viewer,Native,1.76,16,M,Face mask,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,802,393,893,619,14
Viewer,Native,1.79,14,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,1066,384,1180,621,14
Viewer,White,1.74,19,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,41,139,229,648,14
Viewer,Native,1.69,23,F,Face mask,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,149,221,362,704,14
Viewer,Native,1.74,24,M,Face mask,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,414,239,494,486,14
Viewer,Black,1.64,26,M,Face mask,Sweater,Shorts,N.I,None,No,No,None,Moving,453,188,709,706,14
Viewer,Native,1.66,33,M,Face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,566,197,665,423,14
Viewer,Native,1.71,35,F,Face mask,Shirt,Joggers,N.I,None,No,No,None,Moving,701,248,784,465,14
Viewer,Black,1.74,42,M,Face mask,Sweater,Pants,Shoes,None,No,No,None,Moving,755,232,911,673,14
Law Officer,Native,1.73,27,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,None,Moving,846,84,1185,714,11
Viewer,Native,1.71,30,M,Helmet,T-shirt|backpack,Shorts,Sneakers,None,No,No,None,Moving,27,49,231,573,11
Viewer,Native,1.68,38,M,Face mask,Sweater|backpack,Joggers,Sneakers,None,No,No,None,Moving,276,92,498,599,11
Viewer,Black,1.70,26,F,Face mask,Seater,Joggers,N.I,None,No,No,None,Moving,454,110,550,564,11
Law Officer,Native,1.75,29,M,Cap|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,480,23,771,664,11
Viewer,Native,1.71,32,M,Face mask,Shirt|backpack,Jeans,Sneakers,None,No,No,None,Moving,931,77,1120,654,11
Law Officer,Black,1.70,33,M,Cap|face mask,Sweater,Pants,N.I,None,No,Gun,None,Moving,1093,22,1280,681,11
Law Officer,Black,1.71,35,M,Helmet|face mask,Jacket,N.I,N.I,None,No,No,None,Standing,13,96,309,699,11
Viewer,Black,1.73,28,M,Cap|face mask,T-shirt,Pants,N.I,None,No,No,None,Seated,267,503,426,692,11
Viewer,Native,1.65,34,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,476,238,568,428,11
Viewer,Native,1.66,28,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,470,349,587,636,11
Viewer,Black,1.70,24,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,515,427,718,678,11
Viewer,Native,1.74,38,M,Face mask,T-shirt,Pants,N.I,None,No,No,None,Seated,548,199,606,325,11
Viewer,White,1.70,41,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,641,196,761,447,11
Viewer,Native,1.76,24,F,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Seated,739,351,831,570,11
Viewer,Native,1.73,27,F,Face mask,Shirt,Pants,N.I,None,No,No,None,Seated,791,388,966,715,11
Viewer,Black,1.71,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1000,314,1111,578,11
Viewer,Native,1.68,20,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1033,190,1100,312,11
Viewer,White,1.70,32,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Seated,1092,183,1168,419,11
Law Officer,White,1.78,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1,241,145,457,11
Law Officer,Native,1.73,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,101,265,139,434,11
Law Officer,Native,1.71,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,132,244,229,473,4
Law Officer,White,1.70,30,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,248,265,315,487,4
Law Officer,White,1.68,34,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,355,267,437,443,4
Law Officer,Native,1.65,44,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,493,265,539,445,4
Law Officer,Native,1.68,33,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,581,277,614,444,4
Law Officer,Black,1.71,31,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,610,278,671,443,4
Law Officer,Native,1.72,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,661,267,701,451,4
Law Officer,White,1.68,27,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,697,308,728,413,4
Law Officer,Native,1.70,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,755,274,796,458,4
Law Officer,Black,1.71,28,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,797,296,867,436,4
Law Officer,Black,1.73,29,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,846,278,928,447,4
Law Officer,Native,1.65,46,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,931,291,963,467,4
Law Officer,Native,1.68,35,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,959,280,1023,432,4
Law Officer,Native,1.70,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1024,282,1076,454,4
Law Officer,Native,1.64,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1058,319,1111,464,4
Law Officer,Native,1.68,37,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1101,304,1150,458,4
Law Officer,Native,1.71,38,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1148,306,1185,436,4
Law Officer,Native,1.73,40,M,Helmet,Sweater,Pants,Boots,None,No,Other,None,Moving,1189,309,1228,456,4
Viewer,Native,1.70,22,M,Cap|face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,6,199,114,651,12
Viewer,Native,1.68,27,F,Face mask,Shirt,Jeans,N.I,None,No,No,None,Moving,88,128,223,444,12
Viewer,Native,1.69,26,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Moving,161,64,222,301,12
Viewer,White,1.72,33,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Moving,191,104,319,435,12
Viewer,White,1.73,21,M,Face mask,T-shirt,N.I,N.I,None,No,No,None,Moving,270,8,350,213,12
Viewer,White,1.75,38,F,Face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,302,126,461,512,12
Victim,White,1.72,35,M,Face mask,T-shirt|backpack,N.I,N.I,None,Yes,No,None,Standing,383,31,489,256,5
Viewer,Native,1.68,34,M,Face mask,Sweater,N.I,N.I,None,No,No,None,Standing,472,61,779,622,5
Viewer,Native,1.67,26,M,Face mask,Sweater|backpack,N.I,N.I,None,No,No,None,Standing,653,51,767,339,5
Viewer,Native,1.68,46,M,Face mask,T-shirt,Jeans,N.I,None,No,No,None,Moving,726,8,827,283,12
Viewer,Native,1.67,35,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,31,412,145,703,12
Viewer,Black,1.70,40,M,Face mask,T-shirt,Shorts,N.I,None,No,No,None,Moving,103,404,198,634,12
Viewer,Native,1.80,25,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,202,270,328,627,12
Viewer,Native,1.75,18,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,381,284,518,606,12
Viewer,Native,1.73,21,M,Face mask,T-shirt,Joggers,N.I,None,No,No,None,Moving,448,291,515,478,12
Viewer,Black,1.72,48,F,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,528,288,614,510,12
Viewer,Native,1.68,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,540,245,587,387,12
Viewer,Black,1.67,26,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,600,253,652,439,12
Viewer,Black,1.72,30,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,622,288,714,523,12
Viewer,Native,1.70,21,M,Helmet|face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,706,245,768,474,12
Viewer,Native,1.73,31,M,Face mask,Shirt,Jeans,Sneakers,None,No,No,None,Moving,775,266,792,341,12
Viewer,Black,1.70,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,803,266,853,434,12
Viewer,Native,1.69,26,F,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,874,270,935,454,12
Viewer,Black,1.70,30,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,927,253,972,444,12
Viewer,Black,1.65,31,F,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,972,253,1059,430,12
Viewer,Native,1.68,29,F,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,96,238,191,464,12
Viewer,Native,1.70,27,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,237,248,326,492,12
Viewer,Black,1.69,42,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,332,244,416,470,12
Viewer,White,1.72,44,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,400,251,480,488,12
Viewer,Native,1.71,23,M,Face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,416,201,457,309,12
Viewer,Black,1.66,46,M,Helmet|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,544,221,615,491,12
Viewer,White,1.68,28,M,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,591,248,689,565,12
Viewer,Native,1.67,19,F,Face shield|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,665,197,736,490,12
Viewer,Black,1.70,21,M,Helmet|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,755,204,787,332,12
Viewer,Black,1.68,23,M,Face mask,T-shirt,Pants,N.I,None,No,No,None,Moving,779,193,883,527,12
Viewer,Native,1.69,33,M,Face mask,Coat,Shorts,N.I,None,No,No,None,Moving,850,169,939,410,12
Viewer,Native,1.68,45,M,Face mask,T-shirt,Shorts,N.I,None,No,No,None,Moving,931,182,984,487,12
Viewer,Native,1.70,21,M,Helmet|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,984,184,1075,549,12
Viewer,Native,1.68,28,F,Face shield|face mask,Sweater,Pants,N.I,None,No,No,None,Moving,1042,180,1118,535,12
